Flow_Rate [m3/h],T_htf_in [°C],T_htf_out [°C],P_evap [bar],T_turb_in [°C],m_orc [kg/s],W_net [kW],Q_in [kW],η_th [-],ε_ex [-],E_dest_Pump [kW],E_dest_Evaporator [kW],E_dest_Turbine [kW],E_dest_Condenser [kW],E_dest_Total [kW],Evap_dT_lm [K]
,84.5455,74.5455,5.2543,74.5455,3.6932,55.9754,816.7371,0.0685,0.4432,0.3056,37.6006,13.2073,-21.4917,29.6217,22.4644
,84.5455,74.5455,5.2543,74.5455,3.9570,59.9736,875.0754,0.0685,0.4432,0.3274,40.2863,14.1507,-23.0268,31.7375,22.4644
,84.5455,74.5455,5.2543,74.5455,4.2208,63.9719,933.4138,0.0685,0.4432,0.3492,42.9721,15.0941,-24.5620,33.8534,22.4644
,84.5455,74.5455,5.2543,74.5455,4.4846,67.9701,991.7522,0.0685,0.4432,0.3710,45.6578,16.0374,-26.0971,35.9692,22.4644
,84.5455,74.5455,5.2543,74.5455,4.7484,71.9683,1050.0905,0.0685,0.4432,0.3929,48.3436,16.9808,-27.6322,38.0851,22.4644
,84.5455,74.5455,5.2543,74.5455,5.0122,75.9666,1108.4289,0.0685,0.4432,0.4147,51.0293,17.9242,-29.1673,40.2009,22.4644
,84.5455,74.5455,5.2543,74.5455,5.2760,79.9648,1166.7672,0.0685,0.4432,0.4365,53.7151,18.8676,-30.7025,42.3167,22.4644
,84.5455,74.5455,5.2543,74.5455,5.5399,83.9631,1225.1056,0.0685,0.4432,0.4583,56.4008,19.8110,-32.2376,44.4326,22.4644
,84.5455,74.5455,5.2543,74.5455,5.8037,87.9613,1283.4440,0.0685,0.4432,0.4802,59.0866,20.7543,-33.7727,46.5484,22.4644
,84.5455,74.5455,5.2543,74.5455,6.0675,91.9595,1341.7823,0.0685,0.4432,0.5020,61.7724,21.6977,-35.3078,48.6642,22.4644
,84.5455,74.5455,5.2543,74.5455,6.3313,95.9578,1400.1207,0.0685,0.4432,0.5238,64.4581,22.6411,-36.8429,50.7801,22.4644
,84.5455,74.5455,5.2543,74.5455,6.5951,99.9560,1458.4591,0.0685,0.4432,0.5456,67.1439,23.5845,-38.3781,52.8959,22.4644
,84.5455,74.5455,5.2543,74.5455,6.8589,103.9543,1516.7974,0.0685,0.4432,0.5675,69.8296,24.5279,-39.9132,55.0117,22.4644
,84.5455,74.5455,5.2543,74.5455,7.1227,107.9525,1575.1358,0.0685,0.4432,0.5893,72.5154,25.4712,-41.4483,57.1276,22.4644
,84.5455,74.5455,5.2543,74.5455,7.3865,111.9508,1633.4741,0.0685,0.4432,0.6111,75.2011,26.4146,-42.9834,59.2434,22.4644
,84.5455,74.5455,5.2543,74.5455,7.6503,115.9490,1691.8125,0.0685,0.4432,0.6329,77.8869,27.3580,-44.5186,61.3593,22.4644
,84.8485,74.8485,5.2984,74.8485,2.3720,36.2526,525.0770,0.0690,0.4443,0.1988,24.2181,8.5525,-13.8690,19.1004,22.5623
,84.8485,74.8485,5.2984,74.8485,2.6356,40.2806,583.4189,0.0690,0.4443,0.2209,26.9090,9.5027,-15.4100,21.2227,22.5623
,84.8485,74.8485,5.2984,74.8485,2.8991,44.3087,641.7608,0.0690,0.4443,0.2430,29.5999,10.4530,-16.9510,23.3450,22.5623
,84.8485,74.8485,5.2984,74.8485,3.1627,48.3368,700.1027,0.0690,0.4443,0.2651,32.2908,11.4033,-18.4920,25.4672,22.5623
,84.8485,74.8485,5.2984,74.8485,3.4262,52.3648,758.4446,0.0690,0.4443,0.2872,34.9817,12.3536,-20.0330,27.5895,22.5623
,84.8485,74.8485,5.2984,74.8485,3.6898,56.3929,816.7865,0.0690,0.4443,0.3093,37.6726,13.3038,-21.5740,29.7118,22.5623
,84.8485,74.8485,5.2984,74.8485,3.9533,60.4209,875.1284,0.0690,0.4443,0.3314,40.3635,14.2541,-23.1150,31.8340,22.5623
,84.8485,74.8485,5.2984,74.8485,4.2169,64.4490,933.4703,0.0690,0.4443,0.3535,43.0544,15.2044,-24.6560,33.9563,22.5623
,84.8485,74.8485,5.2984,74.8485,4.4804,68.4771,991.8121,0.0690,0.4443,0.3756,45.7453,16.1547,-26.1970,36.0786,22.5623
,84.8485,74.8485,5.2984,74.8485,4.7440,72.5051,1050.1540,0.0690,0.4443,0.3977,48.4362,17.1049,-27.7380,38.2008,22.5623
,84.8485,74.8485,5.2984,74.8485,5.0076,76.5332,1108.4959,0.0690,0.4443,0.4197,51.1271,18.0552,-29.2790,40.3231,22.5623
,84.8485,74.8485,5.2984,74.8485,5.2711,80.5613,1166.8378,0.0690,0.4443,0.4418,53.8180,19.0055,-30.8200,42.4454,22.5623
,84.8485,74.8485,5.2984,74.8485,5.5347,84.5893,1225.1797,0.0690,0.4443,0.4639,56.5089,19.9558,-32.3610,44.5677,22.5623
,84.8485,74.8485,5.2984,74.8485,5.7982,88.6174,1283.5216,0.0690,0.4443,0.4860,59.1998,20.9060,-33.9020,46.6899,22.5623
,84.8485,74.8485,5.2984,74.8485,6.0618,92.6455,1341.8635,0.0690,0.4443,0.5081,61.8908,21.8563,-35.4430,48.8122,22.5623
,84.8485,74.8485,5.2984,74.8485,6.3253,96.6735,1400.2054,0.0690,0.4443,0.5302,64.5817,22.8066,-36.9840,50.9345,22.5623
,84.8485,74.8485,5.2984,74.8485,6.5889,100.7016,1458.5473,0.0690,0.4443,0.5523,67.2726,23.7569,-38.5250,53.0567,22.5623
,84.8485,74.8485,5.2984,74.8485,6.8524,104.7296,1516.8892,0.0690,0.4443,0.5744,69.9635,24.7071,-40.0660,55.1790,22.5623
,84.8485,74.8485,5.2984,74.8485,7.1160,108.7577,1575.2311,0.0690,0.4443,0.5965,72.6544,25.6574,-41.6070,57.3013,22.5623
,84.8485,74.8485,5.2984,74.8485,7.3795,112.7858,1633.5730,0.0690,0.4443,0.6186,75.3453,26.6077,-43.1480,59.4235,22.5623
,84.8485,74.8485,5.2984,74.8485,7.6431,116.8138,1691.9148,0.0690,0.4443,0.6407,78.0362,27.5580,-44.6890,61.5458,22.5623
,85.1515,75.1515,5.3429,75.1515,2.3698,36.5200,525.1090,0.0695,0.4455,0.2012,24.2650,8.6143,-13.9218,19.1587,22.6600
,85.1515,75.1515,5.3429,75.1515,2.6331,40.5777,583.4544,0.0695,0.4455,0.2236,26.9612,9.5714,-15.4687,21.2875,22.6600
,85.1515,75.1515,5.3429,75.1515,2.8964,44.6355,641.7999,0.0695,0.4455,0.2460,29.6573,10.5286,-17.0156,23.4162,22.6600
,85.1515,75.1515,5.3429,75.1515,3.1597,48.6933,700.1453,0.0695,0.4455,0.2683,32.3534,11.4857,-18.5624,25.5450,22.6600
,85.1515,75.1515,5.3429,75.1515,3.4230,52.7511,758.4908,0.0695,0.4455,0.2907,35.0495,12.4428,-20.1093,27.6737,22.6600
,85.1515,75.1515,5.3429,75.1515,3.6863,56.8088,816.8362,0.0695,0.4455,0.3130,37.7456,13.4000,-21.6562,29.8025,22.6600
,85.1515,75.1515,5.3429,75.1515,3.9496,60.8666,875.1817,0.0695,0.4455,0.3354,40.4417,14.3571,-23.2030,31.9312,22.6600
,85.1515,75.1515,5.3429,75.1515,4.2129,64.9244,933.5271,0.0695,0.4455,0.3578,43.1378,15.3143,-24.7499,34.0600,22.6600
,85.1515,75.1515,5.3429,75.1515,4.4763,68.9822,991.8725,0.0695,0.4455,0.3801,45.8340,16.2714,-26.2968,36.1887,22.6600
,85.1515,75.1515,5.3429,75.1515,4.7396,73.0399,1050.2180,0.0695,0.4455,0.4025,48.5301,17.2286,-27.8436,38.3175,22.6600
,85.1515,75.1515,5.3429,75.1515,5.0029,77.0977,1108.5634,0.0695,0.4455,0.4248,51.2262,18.1857,-29.3905,40.4462,22.6600
,85.1515,75.1515,5.3429,75.1515,5.2662,81.1555,1166.9089,0.0695,0.4455,0.4472,53.9223,19.1428,-30.9374,42.5750,22.6600
,85.1515,75.1515,5.3429,75.1515,5.5295,85.2133,1225.2543,0.0695,0.4455,0.4696,56.6184,20.1000,-32.4842,44.7037,22.6600
,85.1515,75.1515,5.3429,75.1515,5.7928,89.2710,1283.5998,0.0695,0.4455,0.4919,59.3145,21.0571,-34.0311,46.8325,22.6600
,85.1515,75.1515,5.3429,75.1515,6.0561,93.3288,1341.9452,0.0695,0.4455,0.5143,62.0107,22.0143,-35.5780,48.9612,22.6600
,85.1515,75.1515,5.3429,75.1515,6.3194,97.3866,1400.2907,0.0695,0.4455,0.5366,64.7068,22.9714,-37.1248,51.0900,22.6600
,85.1515,75.1515,5.3429,75.1515,6.5827,101.4444,1458.6361,0.0695,0.4455,0.5590,67.4029,23.9286,-38.6717,53.2187,22.6600
,85.1515,75.1515,5.3429,75.1515,6.8460,105.5021,1516.9815,0.0695,0.4455,0.5814,70.0990,24.8857,-40.2186,55.3475,22.6600
,85.1515,75.1515,5.3429,75.1515,7.1093,109.5599,1575.3270,0.0695,0.4455,0.6037,72.7951,25.8428,-41.7654,57.4762,22.6600
,85.1515,75.1515,5.3429,75.1515,7.3727,113.6177,1633.6724,0.0695,0.4455,0.6261,75.4912,26.8000,-43.3123,59.6050,22.6600
,85.1515,75.1515,5.3429,75.1515,7.6360,117.6755,1692.0179,0.0695,0.4455,0.6484,78.1874,27.7571,-44.8592,61.7337,22.6600
,85.4545,75.4545,5.3876,75.4545,2.3676,36.7864,525.1412,0.0701,0.4467,0.2037,24.3125,8.6758,-13.9746,19.2175,22.7574
,85.4545,75.4545,5.3876,75.4545,2.6306,40.8737,583.4902,0.0701,0.4467,0.2263,27.0139,9.6398,-15.5273,21.3528,22.7574
,85.4545,75.4545,5.3876,75.4545,2.8937,44.9611,641.8392,0.0701,0.4467,0.2489,29.7153,10.6038,-17.0800,23.4880,22.7574
,85.4545,75.4545,5.3876,75.4545,3.1568,49.0485,700.1883,0.0701,0.4467,0.2715,32.4167,11.5678,-18.6328,25.6233,22.7574
,85.4545,75.4545,5.3876,75.4545,3.4198,53.1359,758.5373,0.0701,0.4467,0.2942,35.1181,12.5318,-20.1855,27.7586,22.7574
,85.4545,75.4545,5.3876,75.4545,3.6829,57.2232,816.8863,0.0701,0.4467,0.3168,37.8195,13.4957,-21.7382,29.8939,22.7574
,85.4545,75.4545,5.3876,75.4545,3.9460,61.3106,875.2353,0.0701,0.4467,0.3394,40.5209,14.4597,-23.2909,32.0291,22.7574
,85.4545,75.4545,5.3876,75.4545,4.2090,65.3980,933.5843,0.0701,0.4467,0.3621,43.2223,15.4237,-24.8437,34.1644,22.7574
,85.4545,75.4545,5.3876,75.4545,4.4721,69.4854,991.9334,0.0701,0.4467,0.3847,45.9237,16.3877,-26.3964,36.2997,22.7574
,85.4545,75.4545,5.3876,75.4545,4.7351,73.5727,1050.2824,0.0701,0.4467,0.4073,48.6251,17.3517,-27.9491,38.4350,22.7574
,85.4545,75.4545,5.3876,75.4545,4.9982,77.6601,1108.6314,0.0701,0.4467,0.4300,51.3265,18.3157,-29.5019,40.5702,22.7574
,85.4545,75.4545,5.3876,75.4545,5.2613,81.7475,1166.9804,0.0701,0.4467,0.4526,54.0279,19.2796,-31.0546,42.7055,22.7574
,85.4545,75.4545,5.3876,75.4545,5.5243,85.8349,1225.3294,0.0701,0.4467,0.4752,56.7293,20.2436,-32.6073,44.8408,22.7574
,85.4545,75.4545,5.3876,75.4545,5.7874,89.9222,1283.6785,0.0701,0.4467,0.4978,59.4307,21.2076,-34.1600,46.9761,22.7574
,85.4545,75.4545,5.3876,75.4545,6.0505,94.0096,1342.0275,0.0701,0.4467,0.5205,62.1321,22.1716,-35.7128,49.1113,22.7574
,85.4545,75.4545,5.3876,75.4545,6.3135,98.0970,1400.3765,0.0701,0.4467,0.5431,64.8335,23.1356,-37.2655,51.2466,22.7574
,85.4545,75.4545,5.3876,75.4545,6.5766,102.1844,1458.7255,0.0701,0.4467,0.5657,67.5348,24.0995,-38.8182,53.3819,22.7574
,85.4545,75.4545,5.3876,75.4545,6.8397,106.2717,1517.0745,0.0701,0.4467,0.5884,70.2362,25.0635,-40.3710,55.5172,22.7574
,85.4545,75.4545,5.3876,75.4545,7.1027,110.3591,1575.4236,0.0701,0.4467,0.6110,72.9376,26.0275,-41.9237,57.6524,22.7574
,85.4545,75.4545,5.3876,75.4545,7.3658,114.4465,1633.7726,0.0701,0.4467,0.6336,75.6390,26.9915,-43.4764,59.7877,22.7574
,85.4545,75.4545,5.3876,75.4545,7.6288,118.5339,1692.1216,0.0701,0.4467,0.6562,78.3404,27.9555,-45.0292,61.9230,22.7574
,85.7576,75.7576,5.4326,75.7576,2.3654,37.0518,525.1736,0.0706,0.4478,0.2061,24.3606,8.7371,-14.0272,19.2766,22.8547
,85.7576,75.7576,5.4326,75.7576,2.6282,41.1687,583.5262,0.0706,0.4478,0.2290,27.0674,9.7079,-15.5858,21.4185,22.8547
,85.7576,75.7576,5.4326,75.7576,2.8910,45.2855,641.8788,0.0706,0.4478,0.2519,29.7741,10.6787,-17.1444,23.5603,22.8547
,85.7576,75.7576,5.4326,75.7576,3.1538,49.4024,700.2315,0.0706,0.4478,0.2748,32.4808,11.6495,-18.7030,25.7022,22.8547
,85.7576,75.7576,5.4326,75.7576,3.4166,53.5193,758.5841,0.0706,0.4478,0.2977,35.1876,12.6203,-20.2616,27.8440,22.8547
,85.7576,75.7576,5.4326,75.7576,3.6795,57.6361,816.9367,0.0706,0.4478,0.3206,37.8943,13.5911,-21.8201,29.9859,22.8547
,85.7576,75.7576,5.4326,75.7576,3.9423,61.7530,875.2893,0.0706,0.4478,0.3435,40.6011,14.5619,-23.3787,32.1277,22.8547
,85.7576,75.7576,5.4326,75.7576,4.2051,65.8698,933.6420,0.0706,0.4478,0.3664,43.3078,15.5327,-24.9373,34.2696,22.8547
,85.7576,75.7576,5.4326,75.7576,4.4679,69.9867,991.9946,0.0706,0.4478,0.3893,46.0145,16.5035,-26.4959,36.4114,22.8547
,85.7576,75.7576,5.4326,75.7576,4.7307,74.1036,1050.3472,0.0706,0.4478,0.4122,48.7213,17.4743,-28.0545,38.5533,22.8547
,85.7576,75.7576,5.4326,75.7576,4.9936,78.2204,1108.6998,0.0706,0.4478,0.4351,51.4280,18.4451,-29.6131,40.6951,22.8547
,85.7576,75.7576,5.4326,75.7576,5.2564,82.3373,1167.0524,0.0706,0.4478,0.4580,54.1347,19.4159,-31.1716,42.8370,22.8547
,85.7576,75.7576,5.4326,75.7576,5.5192,86.4542,1225.4051,0.0706,0.4478,0.4809,56.8415,20.3867,-32.7302,44.9788,22.8547
,85.7576,75.7576,5.4326,75.7576,5.7820,90.5710,1283.7577,0.0706,0.4478,0.5038,59.5482,21.3575,-34.2888,47.1207,22.8547
,85.7576,75.7576,5.4326,75.7576,6.0448,94.6879,1342.1103,0.0706,0.4478,0.5267,62.2550,22.3283,-35.8474,49.2625,22.8547
,85.7576,75.7576,5.4326,75.7576,6.3077,98.8048,1400.4629,0.0706,0.4478,0.5496,64.9617,23.2991,-37.4060,51.4044,22.8547
,85.7576,75.7576,5.4326,75.7576,6.5705,102.9216,1458.8156,0.0706,0.4478,0.5725,67.6684,24.2698,-38.9646,53.5462,22.8547
,85.7576,75.7576,5.4326,75.7576,6.8333,107.0385,1517.1682,0.0706,0.4478,0.5954,70.3752,25.2406,-40.5231,55.6881,22.8547
,85.7576,75.7576,5.4326,75.7576,7.0961,111.1554,1575.5208,0.0706,0.4478,0.6183,73.0819,26.2114,-42.0817,57.8299,22.8547
,85.7576,75.7576,5.4326,75.7576,7.3589,115.2722,1633.8734,0.0706,0.4478,0.6412,75.7886,27.1822,-43.6403,59.9718,22.8547
,85.7576,75.7576,5.4326,75.7576,7.6217,119.3891,1692.2260,0.0706,0.4478,0.6641,78.4954,28.1530,-45.1989,62.1136,22.8547
,86.0606,76.0606,5.4779,76.0606,2.3632,37.3162,525.2062,0.0711,0.4489,0.2085,24.4093,8.7982,-14.0798,19.3362,22.9519
,86.0606,76.0606,5.4779,76.0606,2.6257,41.4625,583.5625,0.0711,0.4489,0.2317,27.1214,9.7758,-15.6443,21.4847,22.9519
,86.0606,76.0606,5.4779,76.0606,2.8883,45.6087,641.9187,0.0711,0.4489,0.2549,29.8336,10.7534,-17.2087,23.6332,22.9519
,86.0606,76.0606,5.4779,76.0606,3.1509,49.7550,700.2750,0.0711,0.4489,0.2781,32.5457,11.7309,-18.7731,25.7816,22.9519
,86.0606,76.0606,5.4779,76.0606,3.4135,53.9012,758.6312,0.0711,0.4489,0.3012,35.2579,12.7085,-20.3375,27.9301,22.9519
,86.0606,76.0606,5.4779,76.0606,3.6760,58.0475,816.9875,0.0711,0.4489,0.3244,37.9700,13.6861,-21.9020,30.0786,22.9519
,86.0606,76.0606,5.4779,76.0606,3.9386,62.1937,875.3437,0.0711,0.4489,0.3476,40.6822,14.6637,-23.4664,32.2270,22.9519
,86.0606,76.0606,5.4779,76.0606,4.2012,66.3399,933.7000,0.0711,0.4489,0.3707,43.3943,15.6413,-25.0308,34.3755,22.9519
,86.0606,76.0606,5.4779,76.0606,4.4638,70.4862,992.0562,0.0711,0.4489,0.3939,46.1065,16.6188,-26.5953,36.5240,22.9519
,86.0606,76.0606,5.4779,76.0606,4.7263,74.6324,1050.4125,0.0711,0.4489,0.4171,48.8186,17.5964,-28.1597,38.6724,22.9519
,86.0606,76.0606,5.4779,76.0606,4.9889,78.7787,1108.7687,0.0711,0.4489,0.4403,51.5308,18.5740,-29.7241,40.8209,22.9519
,86.0606,76.0606,5.4779,76.0606,5.2515,82.9249,1167.1250,0.0711,0.4489,0.4634,54.2429,19.5516,-31.2885,42.9694,22.9519
,86.0606,76.0606,5.4779,76.0606,5.5141,87.0712,1225.4812,0.0711,0.4489,0.4866,56.9550,20.5291,-32.8530,45.1178,22.9519
,86.0606,76.0606,5.4779,76.0606,5.7766,91.2174,1283.8375,0.0711,0.4489,0.5098,59.6672,21.5067,-34.4174,47.2663,22.9519
,86.0606,76.0606,5.4779,76.0606,6.0392,95.3637,1342.1937,0.0711,0.4489,0.5329,62.3793,22.4843,-35.9818,49.4148,22.9519
,86.0606,76.0606,5.4779,76.0606,6.3018,99.5099,1400.5499,0.0711,0.4489,0.5561,65.0915,23.4619,-37.5462,51.5632,22.9519
,86.0606,76.0606,5.4779,76.0606,6.5644,103.6562,1458.9062,0.0711,0.4489,0.5793,67.8036,24.4395,-39.1107,53.7117,22.9519
,86.0606,76.0606,5.4779,76.0606,6.8269,107.8024,1517.2624,0.0711,0.4489,0.6025,70.5158,25.4170,-40.6751,55.8602,22.9519
,86.0606,76.0606,5.4779,76.0606,7.0895,111.9487,1575.6187,0.0711,0.4489,0.6256,73.2279,26.3946,-42.2395,58.0086,22.9519
,86.0606,76.0606,5.4779,76.0606,7.3521,116.0949,1633.9749,0.0711,0.4489,0.6488,75.9401,27.3722,-43.8039,60.1571,22.9519
,86.0606,76.0606,5.4779,76.0606,7.6147,120.2412,1692.3312,0.0711,0.4489,0.6720,78.6522,28.3498,-45.3684,62.3056,22.9519
,86.3636,76.3636,5.5235,76.3636,2.3610,37.5797,525.2391,0.0715,0.4500,0.2110,24.4585,8.8590,-14.1324,19.3962,23.0488
,86.3636,76.3636,5.5235,76.3636,2.6233,41.7552,583.5990,0.0715,0.4500,0.2345,27.1762,9.8434,-15.7026,21.5513,23.0488
,86.3636,76.3636,5.5235,76.3636,2.8857,45.9307,641.9589,0.0715,0.4500,0.2579,29.8938,10.8277,-17.2729,23.7065,23.0488
,86.3636,76.3636,5.5235,76.3636,3.1480,50.1062,700.3188,0.0715,0.4500,0.2813,32.6114,11.8120,-18.8432,25.8616,23.0488
,86.3636,76.3636,5.5235,76.3636,3.4103,54.2817,758.6787,0.0715,0.4500,0.3048,35.3290,12.7964,-20.4134,28.0167,23.0488
,86.3636,76.3636,5.5235,76.3636,3.6726,58.4573,817.0386,0.0715,0.4500,0.3282,38.0466,13.7807,-21.9837,30.1719,23.0488
,86.3636,76.3636,5.5235,76.3636,3.9350,62.6328,875.3985,0.0715,0.4500,0.3517,40.7642,14.7650,-23.5539,32.3270,23.0488
,86.3636,76.3636,5.5235,76.3636,4.1973,66.8083,933.7584,0.0715,0.4500,0.3751,43.4819,15.7494,-25.1242,34.4821,23.0488
,86.3636,76.3636,5.5235,76.3636,4.4596,70.9838,992.1183,0.0715,0.4500,0.3986,46.1995,16.7337,-26.6945,36.6373,23.0488
,86.3636,76.3636,5.5235,76.3636,4.7220,75.1593,1050.4782,0.0715,0.4500,0.4220,48.9171,17.7180,-28.2647,38.7924,23.0488
,86.3636,76.3636,5.5235,76.3636,4.9843,79.3349,1108.8381,0.0715,0.4500,0.4455,51.6347,18.7024,-29.8350,40.9475,23.0488
,86.3636,76.3636,5.5235,76.3636,5.2466,83.5104,1167.1980,0.0715,0.4500,0.4689,54.3523,19.6867,-31.4053,43.1027,23.0488
,86.3636,76.3636,5.5235,76.3636,5.5090,87.6859,1225.5578,0.0715,0.4500,0.4923,57.0699,20.6710,-32.9755,45.2578,23.0488
,86.3636,76.3636,5.5235,76.3636,5.7713,91.8614,1283.9177,0.0715,0.4500,0.5158,59.7876,21.6554,-34.5458,47.4130,23.0488
,86.3636,76.3636,5.5235,76.3636,6.0336,96.0369,1342.2776,0.0715,0.4500,0.5392,62.5052,22.6397,-36.1160,49.5681,23.0488
,86.3636,76.3636,5.5235,76.3636,6.2960,100.2124,1400.6375,0.0715,0.4500,0.5627,65.2228,23.6240,-37.6863,51.7232,23.0488
,86.3636,76.3636,5.5235,76.3636,6.5583,104.3880,1458.9974,0.0715,0.4500,0.5861,67.9404,24.6084,-39.2566,53.8784,23.0488
,86.3636,76.3636,5.5235,76.3636,6.8206,108.5635,1517.3573,0.0715,0.4500,0.6096,70.6580,25.5927,-40.8268,56.0335,23.0488
,86.3636,76.3636,5.5235,76.3636,7.0830,112.7390,1575.7172,0.0715,0.4500,0.6330,73.3756,26.5771,-42.3971,58.1886,23.0488
,86.3636,76.3636,5.5235,76.3636,7.3453,116.9145,1634.0771,0.0715,0.4500,0.6565,76.0933,27.5614,-43.9674,60.3438,23.0488
,86.3636,76.3636,5.5235,76.3636,7.6076,121.0900,1692.4370,0.0715,0.4500,0.6799,78.8109,28.5457,-45.5376,62.4989,23.0488
,86.6667,76.6667,5.5694,76.6667,2.3588,37.8421,525.2721,0.0720,0.4511,0.2135,24.5084,8.9196,-14.1848,19.4566,23.1456
,86.6667,76.6667,5.5694,76.6667,2.6209,42.0468,583.6357,0.0720,0.4511,0.2372,27.2315,9.9107,-15.7609,21.6185,23.1456
,86.6667,76.6667,5.5694,76.6667,2.8830,46.2515,641.9993,0.0720,0.4511,0.2609,29.9547,10.9017,-17.3370,23.7803,23.1456
,86.6667,76.6667,5.5694,76.6667,3.1451,50.4562,700.3629,0.0720,0.4511,0.2846,32.6778,11.8928,-18.9131,25.9422,23.1456
,86.6667,76.6667,5.5694,76.6667,3.4072,54.6609,758.7264,0.0720,0.4511,0.3084,35.4010,12.8838,-20.4892,28.1040,23.1456
,86.6667,76.6667,5.5694,76.6667,3.6693,58.8656,817.0900,0.0720,0.4511,0.3321,38.1241,13.8749,-22.0653,30.2658,23.1456
,86.6667,76.6667,5.5694,76.6667,3.9313,63.0702,875.4536,0.0720,0.4511,0.3558,40.8473,14.8660,-23.6414,32.4277,23.1456
,86.6667,76.6667,5.5694,76.6667,4.1934,67.2749,933.8172,0.0720,0.4511,0.3795,43.5704,15.8570,-25.2174,34.5895,23.1456
,86.6667,76.6667,5.5694,76.6667,4.4555,71.4796,992.1807,0.0720,0.4511,0.4032,46.2936,16.8481,-26.7935,36.7514,23.1456
,86.6667,76.6667,5.5694,76.6667,4.7176,75.6843,1050.5443,0.0720,0.4511,0.4270,49.0167,17.8392,-28.3696,38.9132,23.1456
,86.6667,76.6667,5.5694,76.6667,4.9797,79.8890,1108.9079,0.0720,0.4511,0.4507,51.7399,18.8302,-29.9457,41.0751,23.1456
,86.6667,76.6667,5.5694,76.6667,5.2418,84.0936,1167.2714,0.0720,0.4511,0.4744,54.4630,19.8213,-31.5218,43.2369,23.1456
,86.6667,76.6667,5.5694,76.6667,5.5039,88.2983,1225.6350,0.0720,0.4511,0.4981,57.1862,20.8124,-33.0979,45.3988,23.1456
,86.6667,76.6667,5.5694,76.6667,5.7660,92.5030,1283.9986,0.0720,0.4511,0.5218,59.9093,21.8034,-34.6740,47.5606,23.1456
,86.6667,76.6667,5.5694,76.6667,6.0281,96.7077,1342.3622,0.0720,0.4511,0.5456,62.6325,22.7945,-36.2501,49.7225,23.1456
,86.6667,76.6667,5.5694,76.6667,6.2902,100.9124,1400.7257,0.0720,0.4511,0.5693,65.3556,23.7856,-37.8262,51.8843,23.1456
,86.6667,76.6667,5.5694,76.6667,6.5522,105.1171,1459.0893,0.0720,0.4511,0.5930,68.0788,24.7766,-39.4023,54.0462,23.1456
,86.6667,76.6667,5.5694,76.6667,6.8143,109.3217,1517.4529,0.0720,0.4511,0.6167,70.8019,25.7677,-40.9784,56.2080,23.1456
,86.6667,76.6667,5.5694,76.6667,7.0764,113.5264,1575.8164,0.0720,0.4511,0.6404,73.5251,26.7588,-42.5544,58.3698,23.1456
,86.6667,76.6667,5.5694,76.6667,7.3385,117.7311,1634.1800,0.0720,0.4511,0.6642,76.2482,27.7498,-44.1305,60.5317,23.1456
,86.6667,76.6667,5.5694,76.6667,7.6006,121.9358,1692.5436,0.0720,0.4511,0.6879,78.9714,28.7409,-45.7066,62.6935,23.1456
,86.9697,76.9697,5.6156,76.9697,2.3566,38.1036,525.3054,0.0725,0.4522,0.2160,24.5588,8.9799,-14.2372,19.5174,23.2422
,86.9697,76.9697,5.6156,76.9697,2.6185,42.3374,583.6727,0.0725,0.4522,0.2400,27.2875,9.9777,-15.8191,21.6860,23.2422
,86.9697,76.9697,5.6156,76.9697,2.8803,46.5711,642.0400,0.0725,0.4522,0.2640,30.0163,10.9754,-17.4010,23.8546,23.2422
,86.9697,76.9697,5.6156,76.9697,3.1422,50.8049,700.4072,0.0725,0.4522,0.2880,32.7450,11.9732,-18.9829,26.0232,23.2422
,86.9697,76.9697,5.6156,76.9697,3.4040,55.0386,758.7745,0.0725,0.4522,0.3119,35.4738,12.9710,-20.5648,28.1919,23.2422
,86.9697,76.9697,5.6156,76.9697,3.6659,59.2723,817.1418,0.0725,0.4522,0.3359,38.2025,13.9687,-22.1467,30.3605,23.2422
,86.9697,76.9697,5.6156,76.9697,3.9277,63.5061,875.5091,0.0725,0.4522,0.3599,40.9313,14.9665,-23.7286,32.5291,23.2422
,86.9697,76.9697,5.6156,76.9697,4.1896,67.7398,933.8763,0.0725,0.4522,0.3839,43.6600,15.9643,-25.3106,34.6977,23.2422
,86.9697,76.9697,5.6156,76.9697,4.4514,71.9735,992.2436,0.0725,0.4522,0.4079,46.3888,16.9620,-26.8925,36.8663,23.2422
,86.9697,76.9697,5.6156,76.9697,4.7133,76.2073,1050.6109,0.0725,0.4522,0.4319,49.1175,17.9598,-28.4744,39.0349,23.2422
,86.9697,76.9697,5.6156,76.9697,4.9751,80.4410,1108.9781,0.0725,0.4522,0.4559,51.8463,18.9576,-30.0563,41.2035,23.2422
,86.9697,76.9697,5.6156,76.9697,5.2370,84.6748,1167.3454,0.0725,0.4522,0.4799,54.5750,19.9554,-31.6382,43.3721,23.2422
,86.9697,76.9697,5.6156,76.9697,5.4988,88.9085,1225.7127,0.0725,0.4522,0.5039,57.3038,20.9531,-33.2201,45.5407,23.2422
,86.9697,76.9697,5.6156,76.9697,5.7607,93.1422,1284.0800,0.0725,0.4522,0.5279,60.0325,21.9509,-34.8020,47.7093,23.2422
,86.9697,76.9697,5.6156,76.9697,6.0225,97.3760,1342.4472,0.0725,0.4522,0.5519,62.7613,22.9487,-36.3839,49.8779,23.2422
