Flow_Rate [m3/h],T_htf_in [°C],T_htf_out [°C],P_evap [bar],T_turb_in [°C],m_orc [kg/s],W_net [kW],Q_in [kW],η_th [-],ε_ex [-],E_dest_Pump [kW],E_dest_Evaporator [kW],E_dest_Turbine [kW],E_dest_Condenser [kW],E_dest_Total [kW],Evap_dT_lm [K]
,74.2424,64.2424,3.9114,64.2424,5.1812,55.3739,1106.4075,0.0500,0.3873,0.2571,48.5003,13.1327,-25.2902,36.5999,19.0127
,74.2424,64.2424,3.9114,64.2424,5.4539,58.2883,1164.6395,0.0500,0.3873,0.2706,51.0530,13.8239,-26.6213,38.5262,19.0127
,74.2424,64.2424,3.9114,64.2424,5.7266,61.2027,1222.8715,0.0500,0.3873,0.2842,53.6056,14.5151,-27.9523,40.4525,19.0127
,74.2424,64.2424,3.9114,64.2424,5.9993,64.1171,1281.1035,0.0500,0.3873,0.2977,56.1582,15.2063,-29.2834,42.3788,19.0127
,74.2424,64.2424,3.9114,64.2424,6.2720,67.0315,1339.3354,0.0500,0.3873,0.3112,58.7109,15.8975,-30.6145,44.3051,19.0127
,74.2424,64.2424,3.9114,64.2424,6.5447,69.9459,1397.5674,0.0500,0.3873,0.3247,61.2635,16.5887,-31.9455,46.2314,19.0127
,74.2424,64.2424,3.9114,64.2424,6.8174,72.8604,1455.7994,0.0500,0.3873,0.3383,63.8162,17.2799,-33.2766,48.1577,19.0127
,74.2424,64.2424,3.9114,64.2424,7.0901,75.7748,1514.0314,0.0500,0.3873,0.3518,66.3688,17.9711,-34.6077,50.0841,19.0127
,74.2424,64.2424,3.9114,64.2424,7.3628,78.6892,1572.2633,0.0500,0.3873,0.3653,68.9215,18.6623,-35.9387,52.0104,19.0127
,74.2424,64.2424,3.9114,64.2424,7.6355,81.6036,1630.4953,0.0500,0.3873,0.3789,71.4741,19.3535,-37.2698,53.9367,19.0127
,74.2424,64.2424,3.9114,64.2424,7.9082,84.5180,1688.7273,0.0500,0.3873,0.3924,74.0268,20.0447,-38.6009,55.8630,19.0127
,74.5455,64.5455,3.9467,64.5455,2.4518,26.5350,524.1127,0.0506,0.3895,0.1238,22.9979,6.2922,-12.0345,17.3793,19.1181
,74.5455,64.5455,3.9467,64.5455,2.7242,29.4833,582.3474,0.0506,0.3895,0.1375,25.5532,6.9913,-13.3717,19.3104,19.1181
,74.5455,64.5455,3.9467,64.5455,2.9966,32.4317,640.5822,0.0506,0.3895,0.1513,28.1085,7.6905,-14.7089,21.2414,19.1181
,74.5455,64.5455,3.9467,64.5455,3.2690,35.3800,698.8169,0.0506,0.3895,0.1651,30.6638,8.3896,-16.0460,23.1724,19.1181
,74.5455,64.5455,3.9467,64.5455,3.5415,38.3283,757.0517,0.0506,0.3895,0.1788,33.2191,9.0887,-17.3832,25.1035,19.1181
,74.5455,64.5455,3.9467,64.5455,3.8139,41.2767,815.2864,0.0506,0.3895,0.1926,35.7745,9.7879,-18.7204,27.0345,19.1181
,74.5455,64.5455,3.9467,64.5455,4.0863,44.2250,873.5212,0.0506,0.3895,0.2063,38.3298,10.4870,-20.0575,28.9656,19.1181
,74.5455,64.5455,3.9467,64.5455,4.3587,47.1733,931.7559,0.0506,0.3895,0.2201,40.8851,11.1861,-21.3947,30.8966,19.1181
,74.5455,64.5455,3.9467,64.5455,4.6311,50.1217,989.9907,0.0506,0.3895,0.2338,43.4404,11.8853,-22.7319,32.8276,19.1181
,74.5455,64.5455,3.9467,64.5455,4.9036,53.0700,1048.2254,0.0506,0.3895,0.2476,45.9957,12.5844,-24.0690,34.7587,19.1181
,74.5455,64.5455,3.9467,64.5455,5.1760,56.0183,1106.4601,0.0506,0.3895,0.2613,48.5510,13.2835,-25.4062,36.6897,19.1181
,74.5455,64.5455,3.9467,64.5455,5.4484,58.9667,1164.6949,0.0506,0.3895,0.2751,51.1064,13.9827,-26.7434,38.6207,19.1181
,74.5455,64.5455,3.9467,64.5455,5.7208,61.9150,1222.9296,0.0506,0.3895,0.2888,53.6617,14.6818,-28.0805,40.5518,19.1181
,74.5455,64.5455,3.9467,64.5455,5.9932,64.8633,1281.1644,0.0506,0.3895,0.3026,56.2170,15.3809,-29.4177,42.4828,19.1181
,74.5455,64.5455,3.9467,64.5455,6.2657,67.8117,1339.3991,0.0506,0.3895,0.3164,58.7723,16.0801,-30.7549,44.4139,19.1181
,74.5455,64.5455,3.9467,64.5455,6.5381,70.7600,1397.6339,0.0506,0.3895,0.3301,61.3276,16.7792,-32.0920,46.3449,19.1181
,74.5455,64.5455,3.9467,64.5455,6.8105,73.7084,1455.8686,0.0506,0.3895,0.3439,63.8830,17.4783,-33.4292,48.2759,19.1181
,74.5455,64.5455,3.9467,64.5455,7.0829,76.6567,1514.1034,0.0506,0.3895,0.3576,66.4383,18.1775,-34.7664,50.2070,19.1181
,74.5455,64.5455,3.9467,64.5455,7.3553,79.6050,1572.3381,0.0506,0.3895,0.3714,68.9936,18.8766,-36.1035,52.1380,19.1181
,74.5455,64.5455,3.9467,64.5455,7.6278,82.5534,1630.5728,0.0506,0.3895,0.3851,71.5489,19.5757,-37.4407,54.0690,19.1181
,74.5455,64.5455,3.9467,64.5455,7.9002,85.5017,1688.8076,0.0506,0.3895,0.3989,74.1042,20.2749,-38.7779,56.0001,19.1181
,74.8485,64.8485,3.9822,64.8485,2.4493,26.8391,524.1378,0.0512,0.3916,0.1258,23.0226,6.3633,-12.0894,17.4224,19.2233
,74.8485,64.8485,3.9822,64.8485,2.7215,29.8212,582.3753,0.0512,0.3916,0.1398,25.5807,7.0704,-13.4327,19.3582,19.2233
,74.8485,64.8485,3.9822,64.8485,2.9936,32.8034,640.6129,0.0512,0.3916,0.1538,28.1388,7.7774,-14.7759,21.2940,19.2233
,74.8485,64.8485,3.9822,64.8485,3.2657,35.7855,698.8504,0.0512,0.3916,0.1678,30.6968,8.4845,-16.1192,23.2298,19.2233
,74.8485,64.8485,3.9822,64.8485,3.5379,38.7676,757.0879,0.0512,0.3916,0.1817,33.2549,9.1915,-17.4625,25.1656,19.2233
,74.8485,64.8485,3.9822,64.8485,3.8100,41.7497,815.3255,0.0512,0.3916,0.1957,35.8130,9.8985,-18.8057,27.1015,19.2233
,74.8485,64.8485,3.9822,64.8485,4.0822,44.7319,873.5630,0.0512,0.3916,0.2097,38.3710,10.6056,-20.1490,29.0373,19.2233
,74.8485,64.8485,3.9822,64.8485,4.3543,47.7140,931.8005,0.0512,0.3916,0.2237,40.9291,11.3126,-21.4923,30.9731,19.2233
,74.8485,64.8485,3.9822,64.8485,4.6265,50.6961,990.0381,0.0512,0.3916,0.2376,43.4872,12.0196,-22.8355,32.9089,19.2233
,74.8485,64.8485,3.9822,64.8485,4.8986,53.6782,1048.2756,0.0512,0.3916,0.2516,46.0452,12.7267,-24.1788,34.8447,19.2233
,74.8485,64.8485,3.9822,64.8485,5.1708,56.6604,1106.5131,0.0512,0.3916,0.2656,48.6033,13.4337,-25.5221,36.7806,19.2233
,74.8485,64.8485,3.9822,64.8485,5.4429,59.6425,1164.7507,0.0512,0.3916,0.2796,51.1614,14.1408,-26.8653,38.7164,19.2233
,74.8485,64.8485,3.9822,64.8485,5.7151,62.6246,1222.9882,0.0512,0.3916,0.2936,53.7194,14.8478,-28.2086,40.6522,19.2233
,74.8485,64.8485,3.9822,64.8485,5.9872,65.6067,1281.2257,0.0512,0.3916,0.3075,56.2775,15.5548,-29.5519,42.5880,19.2233
,74.8485,64.8485,3.9822,64.8485,6.2593,68.5889,1339.4633,0.0512,0.3916,0.3215,58.8356,16.2619,-30.8952,44.5238,19.2233
,74.8485,64.8485,3.9822,64.8485,6.5315,71.5710,1397.7008,0.0512,0.3916,0.3355,61.3937,16.9689,-32.2384,46.4596,19.2233
,74.8485,64.8485,3.9822,64.8485,6.8036,74.5531,1455.9383,0.0512,0.3916,0.3495,63.9517,17.6759,-33.5817,48.3955,19.2233
,74.8485,64.8485,3.9822,64.8485,7.0758,77.5352,1514.1759,0.0512,0.3916,0.3635,66.5098,18.3830,-34.9250,50.3313,19.2233
,74.8485,64.8485,3.9822,64.8485,7.3479,80.5173,1572.4134,0.0512,0.3916,0.3774,69.0679,19.0900,-36.2682,52.2671,19.2233
,74.8485,64.8485,3.9822,64.8485,7.6201,83.4995,1630.6509,0.0512,0.3916,0.3914,71.6259,19.7971,-37.6115,54.2029,19.2233
,74.8485,64.8485,3.9822,64.8485,7.8922,86.4816,1688.8885,0.0512,0.3916,0.4054,74.1840,20.5041,-38.9548,56.1387,19.2233
,75.1515,65.1515,4.0180,65.1515,2.4468,27.1421,524.1631,0.0518,0.3937,0.1278,23.0481,6.4342,-12.1443,17.4659,19.3282
,75.1515,65.1515,4.0180,65.1515,2.7187,30.1578,582.4034,0.0518,0.3937,0.1421,25.6090,7.1491,-13.4936,19.4065,19.3282
,75.1515,65.1515,4.0180,65.1515,2.9906,33.1736,640.6438,0.0518,0.3937,0.1563,28.1699,7.8640,-14.8430,21.3472,19.3282
,75.1515,65.1515,4.0180,65.1515,3.2625,36.1894,698.8841,0.0518,0.3937,0.1705,30.7308,8.5789,-16.1923,23.2878,19.3282
,75.1515,65.1515,4.0180,65.1515,3.5343,39.2052,757.1245,0.0518,0.3937,0.1847,33.2917,9.2938,-17.5417,25.2285,19.3282
,75.1515,65.1515,4.0180,65.1515,3.8062,42.2210,815.3648,0.0518,0.3937,0.1989,35.8526,10.0087,-18.8911,27.1691,19.3282
,75.1515,65.1515,4.0180,65.1515,4.0781,45.2368,873.6052,0.0518,0.3937,0.2131,38.4135,10.7236,-20.2404,29.1098,19.3282
,75.1515,65.1515,4.0180,65.1515,4.3499,48.2526,931.8455,0.0518,0.3937,0.2273,40.9744,11.4385,-21.5898,31.0504,19.3282
,75.1515,65.1515,4.0180,65.1515,4.6218,51.2683,990.0859,0.0518,0.3937,0.2415,43.5353,12.1535,-22.9391,32.9911,19.3282
,75.1515,65.1515,4.0180,65.1515,4.8937,54.2841,1048.3262,0.0518,0.3937,0.2557,46.0962,12.8684,-24.2885,34.9318,19.3282
,75.1515,65.1515,4.0180,65.1515,5.1656,57.2999,1106.5665,0.0518,0.3937,0.2699,48.6571,13.5833,-25.6379,36.8724,19.3282
,75.1515,65.1515,4.0180,65.1515,5.4374,60.3157,1164.8069,0.0518,0.3937,0.2841,51.2180,14.2982,-26.9872,38.8131,19.3282
,75.1515,65.1515,4.0180,65.1515,5.7093,63.3315,1223.0472,0.0518,0.3937,0.2983,53.7789,15.0131,-28.3366,40.7537,19.3282
,75.1515,65.1515,4.0180,65.1515,5.9812,66.3473,1281.2876,0.0518,0.3937,0.3125,56.3398,15.7280,-29.6859,42.6944,19.3282
,75.1515,65.1515,4.0180,65.1515,6.2530,69.3630,1339.5279,0.0518,0.3937,0.3267,58.9007,16.4429,-31.0353,44.6350,19.3282
,75.1515,65.1515,4.0180,65.1515,6.5249,72.3788,1397.7683,0.0518,0.3937,0.3409,61.4616,17.1578,-32.3847,46.5757,19.3282
,75.1515,65.1515,4.0180,65.1515,6.7968,75.3946,1456.0086,0.0518,0.3937,0.3551,64.0225,17.8727,-33.7340,48.5163,19.3282
,75.1515,65.1515,4.0180,65.1515,7.0687,78.4104,1514.2490,0.0518,0.3937,0.3693,66.5834,18.5876,-35.0834,50.4570,19.3282
,75.1515,65.1515,4.0180,65.1515,7.3405,81.4262,1572.4893,0.0518,0.3937,0.3835,69.1443,19.3025,-36.4328,52.3976,19.3282
,75.1515,65.1515,4.0180,65.1515,7.6124,84.4420,1630.7296,0.0518,0.3937,0.3977,71.7052,20.0175,-37.7821,54.3383,19.3282
,75.1515,65.1515,4.0180,65.1515,7.8843,87.4577,1688.9700,0.0518,0.3937,0.4119,74.2661,20.7324,-39.1315,56.2789,19.3282
,75.4545,65.4545,4.0540,65.4545,2.4444,27.4438,524.1886,0.0524,0.3958,0.1299,23.0743,6.5047,-12.1990,17.5099,19.4329
