P_evap [bar],T_turb_in [K],W_net [kW],η_th [-],ε_ex [-]
9.2,350.92777777777775,14.155246753063722,0.04748041276494444,0.49667930845391434
9.2,351.6348484848485,14.670369486672286,0.04836052821948254,0.5008102890596735
9.2,352.34191919191915,15.193953152620594,0.049236500443516726,0.504827451641331
9.2,353.0489898989899,15.726015331030538,0.05010847529904349,0.5087358479676859
9.2,353.7560606060606,16.266574864889805,0.050976591168414534,0.5125402439168282
9.2,354.46313131313127,16.815651917841166,0.0518409795846678,0.5162451405400418
9.2,355.170202020202,17.37326803580075,0.05270176580861187,0.5198547933118443
9.2,355.8772727272727,17.93944621272331,0.053559069358554375,0.5233732297519289
9.2,356.5843434343434,18.51421096083797,0.05441300449783482,0.5268042655828653
9.2,357.2914141414141,19.097588385750868,0.05526368068486323,0.5301515195700955
9.2,357.99848484848485,19.689606244889006,0.05611120292720538,0.5334184265788797
9.2,358.7055555555555,20.290294142818226,0.05695567248032799,0.5366082531173573
9.2,359.41262626262625,105.34483204659196,0.09539306305090635,0.8908034877083119
9.2,360.119696969697,105.72897163914959,0.09538496680924043,0.8829411716581455
9.2,360.82676767676764,106.1111633221607,0.09537575326650671,0.8752209031846505
9.2,361.5338383838384,106.49145715403719,0.09536545498226073,0.8676388543535148
9.2,362.2409090909091,106.86990122944181,0.09535410325648257,0.8601913327369013
9.2,362.94797979797977,107.24654178663897,0.09534172819587623,0.8528747755638748
9.2,363.6550505050505,107.62142330719072,0.09532835877557873,0.8456857441613886
9.2,364.3621212121212,107.99458860888777,0.09531402289687127,0.838620918671967
9.2,365.0691919191919,108.36607893230237,0.09529874744105597,0.8316770930314781
9.2,365.7762626262626,108.73593402157425,0.09528255831988189,0.8248511701935625
9.2,366.4833333333333,109.10419219986622,0.09526548052276339,0.8181401575870518
9.2,367.190404040404,109.47089043992733,0.09524753816105055,0.8115411627938359
9.2,367.8974747474747,109.83606443014779,0.09522875450957496,0.8050513894352597
9.2,368.6045454545454,110.19974863645544,0.09520915204567604,0.7986681332557963
9.2,369.31161616161614,110.5619763603714,0.09518875248589406,0.7923887783934244
9.2,370.0186868686868,110.92277979351834,0.09516757682050403,0.7862107938267248
9.2,370.72575757575754,111.28219006883384,0.09514564534603534,0.7801317299892254
9.2,371.43282828282827,111.64023730875002,0.09512297769593761,0.7741492155422484
9.2,372.13989898989894,111.99695067053554,0.09509959286950248,0.7682609542977419
9.2,372.84696969696967,112.35235838903364,0.0950755092591883,0.7624647222834108
9.2,373.5540404040404,112.70648781693936,0.09505074467642212,0.7567583649424591
9.2,374.26111111111106,113.05936546123533,0.09502531637467802,0.7511397944506093
9.2,374.9681818181818,113.41101702503138,0.09499924107756981,0.7456069872043425
9.2,375.6752525252525,113.76146743314521,0.09497253499369077,0.740157981328604
9.2,376.3823232323232,114.11074086946755,0.09494521384178516,0.7347908743846765
9.2,377.0893939393939,114.45886080608105,0.09491729286934561,0.7295038211377457
9.2,377.79646464646464,114.80585003206286,0.0948887868712923,0.7242950314313292
9.2,378.5035353535353,115.15173068074787,0.09485971020768114,0.7191627681547346
9.2,379.21060606060604,115.49652425560922,0.09483007682054621,0.7141053452992648
9.2,379.91767676767677,115.84025165481577,0.09479990024990988,0.7091211260985805
9.2,380.62474747474744,116.18293319455049,0.09476919364900924,0.7042085212490644
9.2,381.33181818181816,116.52458863117616,0.09473796979879612,0.6993659872063096
9.2,382.0388888888889,116.86523718231157,0.09470624112174607,0.694592024553974
9.2,382.74595959595956,117.20489754688046,0.09467401969501432,0.689885176441441
9.2,383.4530303030303,117.54358792420518,0.09464131726298614,0.6852440270870535
9.2,384.160101010101,117.881326032185,0.09460814524924112,0.680667200343647
9.2,384.8671717171717,118.21812912462761,0.09457451476797882,0.6761533583235138
9.2,385.5742424242424,118.55401400778035,0.09454043663493125,0.6717012000799372
9.2,386.28131313131314,118.8889970560912,0.0945059213777813,0.6673094603425708
9.2,386.9883838383838,119.22309422726656,0.09447097924613052,0.662976908304234
9.2,387.69545454545454,119.55632107664215,0.09443562022102245,0.6587023464566152
